ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
167:19.02.2022,18.02.2022,08,18.02.2022,18,02300419,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
168:19.02.2022,18.02.2022,08,18.02.2022,19,02400623,5614,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
169:19.02.2022,10.02.2022,10,11.02.2022,10,01300835,1093,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
170:19.02.2022,17.02.2022,19,18.02.2022,08,01401044,215,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
171:19.02.2022,14.02.2022,14,15.02.2022,07,06200422,430,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
172:19.02.2022,18.02.2022,14,19.02.2022,09,01400942,1530,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
173:19.02.2022,18.02.2022,08,19.02.2022,12,08100311,1813,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
174:19.02.2022,15.02.2022,19,15.02.2022,21,01100207,529,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
175:19.02.2022,18.02.2022,16,19.02.2022,11,02400522,645,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
176:19.02.2022,17.02.2022,09,17.02.2022,18,04300620,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
177:19.02.2022,19.02.2022,00,19.02.2022,01,11200410,400,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
178:19.02.2022,17.02.2022,23,18.02.2022,00,08100101,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
179:19.02.2022,18.02.2022,16,18.02.2022,19,08100103,1154,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
180:19.02.2022,16.02.2022,20,18.02.2022,13,03400721,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
181:19.02.2022,17.02.2022,20,18.02.2022,16,01100414,630,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
182:19.02.2022,17.02.2022,21,18.02.2022,08,08100417,973,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
183:19.02.2022,17.02.2022,17,18.02.2022,10,02200210,692,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
184:19.02.2022,16.02.2022,19,16.02.2022,19,09501939,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
185:19.02.2022,14.02.2022,18,16.02.2022,18,03601452,1700,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
186:19.02.2022,14.02.2021,20,14.02.2021,22,08100101,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
187:19.02.2022,13.02.2022,22,14.02.2022,10,01100416,400,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
188:19.02.2022,12.02.2022,18,14.02.2022,14,11300725,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
189:19.02.2022,17.02.2022,11,17.02.2022,11,05200527,1200,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
190:18.02.2022,18.02.2022,22,18.02.2022,22,03701555,1000,Nein,diverse Fahrräder,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
191:18.02.2022,16.02.2022,07,16.02.2022,15,06200422,720,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
192:18.02.2022,16.02.2022,12,16.02.2022,14,03200206,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
193:18.02.2022,04.02.2022,13,04.02.2022,13,02500830,112,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
194:18.02.2022,04.02.2022,13,07.02.2022,11,10400940,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
195:18.02.2022,17.02.2022,20,18.02.2022,08,02500832,408,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
196:18.02.2022,17.02.2022,21,18.02.2022,09,02300419,3070,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
197:18.02.2022,17.02.2022,16,18.02.2022,11,01100310,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
198:18.02.2022,17.02.2022,13,18.02.2022,06,04300413,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
199:18.02.2022,16.02.2022,08,18.02.2022,16,09100101,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
200:18.02.2022,15.02.2022,11,18.02.2022,11,07501134,839,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
201:18.02.2022,16.02.2022,14,18.02.2022,07,04200311,675,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
202:18.02.2022,16.02.2022,15,18.02.2022,09,03601450,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
203:18.02.2022,17.02.2022,16,18.02.2022,09,03601451,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
204:18.02.2022,17.02.2022,18,18.02.2022,09,09100101,5478,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
205:18.02.2022,17.02.2022,18,18.02.2022,17,03601348,997,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
206:18.02.2022,17.02.2022,07,17.02.2022,17,06400844,1046,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
207:18.02.2022,11.02.2022,16,13.02.2022,10,07501031,300,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
208:18.02.2022,12.02.2022,19,13.02.2022,10,01200625,190,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
209:18.02.2022,17.02.2022,22,17.02.2022,22,04501045,960,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
210:18.02.2022,17.02.2022,10,17.02.2022,14,02500835,3367,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
211:18.02.2022,17.02.2022,14,18.02.2022,07,07300515,699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
212:18.02.2022,17.02.2022,15,18.02.2022,07,07300515,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
213:18.02.2022,18.02.2022,12,18.02.2022,18,01100309,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
214:18.02.2022,11.02.2022,15,11.02.2022,21,06300526,698,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
215:18.02.2022,18.02.2022,10,18.02.2022,14,10400836,900,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
216:18.02.2022,18.02.2022,09,18.02.2022,11,06400737,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
217:18.02.2022,18.02.2022,07,18.02.2022,16,06300527,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
218:18.02.2022,18.02.2022,07,18.02.2022,14,06200421,918,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
219:18.02.2022,17.02.2022,15,17.02.2022,17,01100313,1452,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
220:18.02.2022,18.02.2022,12,18.02.2022,15,03400827,3699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
221:18.02.2022,16.02.2022,18,17.02.2022,18,05200631,330,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
222:18.02.2022,16.02.2022,20,17.02.2022,10,01200522,519,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
223:18.02.2022,16.02.2022,18,17.02.2022,08,01100103,1860,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
224:18.02.2022,18.02.2022,09,18.02.2022,17,05300839,1949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
225:18.02.2022,18.02.2022,08,18.02.2022,17,04300518,0,Ja,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
226:18.02.2022,17.02.2022,08,17.02.2022,17,12400722,706,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
227:18.02.2022,15.02.2022,18,17.02.2022,10,02200211,710,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
228:18.02.2022,18.02.2022,07,18.02.2022,10,02100104,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
229:18.02.2022,16.02.2022,19,17.02.2022,07,06100209,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
230:18.02.2022,17.02.2022,11,17.02.2022,11,08100209,3000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
231:18.02.2022,18.02.2022,16,18.02.2022,18,02100101,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
232:18.02.2022,18.02.2022,11,18.02.2022,11,03400619,2800,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
233:18.02.2022,18.02.2022,08,18.02.2022,11,01100416,1300,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
234:18.02.2022,17.02.2022,17,17.02.2022,18,01300834,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
235:18.02.2022,17.02.2022,18,17.02.2022,22,11400930,449,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
236:18.02.2022,13.02.2022,21,14.02.2022,04,09401534,518,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
237:18.02.2022,17.02.2022,21,17.02.2022,21,08100417,0,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
238:18.02.2022,17.02.2022,21,17.02.2022,21,02500830,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
239:18.02.2022,18.02.2022,11,18.02.2022,11,01300733,3342,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
240:18.02.2022,18.02.2022,15,18.02.2022,15,11501339,1280,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
241:18.02.2022,18.02.2022,01,18.02.2022,01,09502043,0,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
242:18.02.2022,18.02.2022,15,18.02.2022,15,03701658,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
243:17.02.2022,17.02.2022,13,17.02.2022,13,08401244,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
244:17.02.2022,11.02.2022,23,12.02.2022,03,07100206,3930,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
245:17.02.2022,17.02.2022,08,17.02.2022,16,11400930,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
246:17.02.2022,17.02.2022,12,17.02.2022,13,03400722,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
247:17.02.2022,17.02.2022,06,17.02.2022,13,01100308,5706,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
248:17.02.2022,17.02.2022,15,17.02.2022,15,03601347,2625,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
249:17.02.2022,17.02.2022,13,17.02.2022,13,09100101,200,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
250:17.02.2022,17.02.2022,07,17.02.2022,15,11401034,240,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
251:17.02.2022,15.01.2022,19,16.01.2022,10,07601546,2899,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
252:17.02.2022,16.02.2022,19,17.02.2022,21,06100209,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
253:17.02.2022,15.02.2022,14,17.02.2022,08,05200629,360,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
254:17.02.2022,14.02.2022,16,17.02.2022,11,07300515,349,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
255:17.02.2022,17.02.2022,06,17.02.2022,15,12400722,525,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
256:17.02.2022,17.02.2022,08,17.02.2022,10,01100206,383,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
257:17.02.2022,17.02.2022,09,17.02.2022,09,03200206,739,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
258:17.02.2022,15.02.2022,08,17.02.2022,17,02400623,710,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
259:17.02.2022,03.02.2022,10,03.02.2022,10,02300314,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
260:17.02.2022,15.02.2022,12,17.02.2022,07,09501838,3790,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
261:17.02.2022,17.02.2022,10,17.02.2022,12,06100208,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
262:17.02.2022,16.02.2022,20,17.02.2022,10,07100204,1069,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
263:17.02.2022,16.02.2022,17,17.02.2022,07,01300836,1920,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
264:17.02.2022,17.02.2022,16,17.02.2022,16,01100310,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
265:17.02.2022,16.02.2022,19,17.02.2022,07,06100210,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
266:17.02.2022,16.02.2022,15,17.02.2022,08,06100210,448,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
267:17.02.2022,16.02.2022,21,17.02.2022,01,02300314,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
268:17.02.2022,14.02.2022,23,15.02.2022,23,03601245,1099,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
269:17.02.2022,14.02.2022,16,15.02.2022,08,03500934,299,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
270:17.02.2022,12.02.2022,20,15.02.2022,10,01401049,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
271:17.02.2022,13.02.2022,06,13.02.2022,07,06300524,700,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
272:17.02.2022,17.02.2022,09,17.02.2022,18,04300620,0,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
273:17.02.2022,14.02.2022,20,15.02.2022,07,06300634,796,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
274:17.02.2022,15.02.2022,14,15.02.2022,14,02400623,1499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
275:17.02.2022,15.02.2022,11,15.02.2022,19,04300623,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
276:17.02.2022,16.02.2022,18,16.02.2022,19,02100101,2490,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
277:17.02.2022,15.02.2022,17,16.02.2022,16,06400737,2259,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
278:17.02.2022,16.02.2022,14,16.02.2022,17,03601451,620,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
279:17.02.2022,15.02.2022,08,16.02.2022,19,03701554,3000,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
280:17.02.2022,15.02.2022,22,16.02.2022,07,11400927,1980,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
281:17.02.2022,15.02.2022,08,16.02.2022,19,03701554,1500,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
282:17.02.2022,15.02.2022,22,16.02.2022,07,11400927,500,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
283:17.02.2022,13.02.2022,18,14.02.2022,10,06400840,670,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
284:17.02.2022,16.02.2022,22,16.02.2022,22,06200422,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
285:17.02.2022,16.02.2022,19,16.02.2022,22,02200211,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
286:17.02.2022,16.02.2022,13,16.02.2022,15,02300316,349,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
287:17.02.2022,17.02.2022,01,17.02.2022,01,03601449,899,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
288:17.02.2022,12.02.2022,17,14.02.2022,07,07200307,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
289:17.02.2022,10.02.2022,18,12.02.2022,19,01401047,655,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
290:16.02.2022,16.02.2022,11,16.02.2022,17,02100102,3012,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
291:16.02.2022,16.02.2022,01,16.02.2022,08,03701660,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
292:16.02.2022,16.02.2022,15,16.02.2022,19,12500927,498,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
293:16.02.2022,16.02.2022,07,16.02.2022,14,03200206,596,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
294:16.02.2022,16.02.2022,07,16.02.2022,18,04300622,1185,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
295:16.02.2022,16.02.2022,09,16.02.2022,14,06300633,500,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
296:16.02.2022,16.02.2022,09,16.02.2022,14,03200206,423,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
297:16.02.2022,15.02.2022,19,16.02.2022,08,07200308,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
298:16.02.2022,15.02.2022,14,16.02.2022,06,03200206,220,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
299:16.02.2022,15.02.2022,14,16.02.2022,06,03200206,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
300:16.02.2022,13.02.2022,20,14.02.2022,09,04300412,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
301:16.02.2022,11.02.2022,20,14.02.2022,15,07400720,401,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
302:16.02.2022,16.02.2022,12,16.02.2022,14,05100316,1850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
303:16.02.2022,16.02.2022,08,16.02.2022,10,03701554,1143,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
304:16.02.2022,15.02.2022,15,16.02.2022,15,09200510,1067,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
305:16.02.2022,16.02.2022,12,16.02.2022,14,01100311,930,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
306:16.02.2022,16.02.2022,10,16.02.2022,11,03601142,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
307:16.02.2022,15.02.2022,18,16.02.2022,08,01300733,3419,Nein,Lastenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
308:16.02.2022,15.02.2022,22,16.02.2022,14,03701660,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
309:16.02.2022,15.02.2022,22,16.02.2022,14,03701660,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
310:16.02.2022,15.02.2022,18,16.02.2022,18,03500936,3000,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
311:16.02.2022,15.02.2022,23,16.02.2022,08,02100106,1332,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
312:16.02.2022,16.02.2022,07,16.02.2022,13,03601347,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
313:16.02.2022,16.02.2022,00,16.02.2022,00,04300621,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
314:16.02.2022,15.02.2022,18,16.02.2022,15,09100202,1419,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
315:16.02.2022,15.02.2022,19,16.02.2022,09,03701658,1877,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
316:16.02.2022,15.02.2022,13,16.02.2022,17,09100202,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
317:16.02.2022,15.02.2022,23,16.02.2022,07,05300737,1374,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
318:16.02.2022,15.02.2022,21,16.02.2022,11,01401043,180,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
319:16.02.2022,15.02.2022,22,16.02.2022,07,07300515,1359,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
320:16.02.2022,15.02.2022,17,16.02.2022,13,03400725,650,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
321:16.02.2022,15.02.2022,18,16.02.2022,09,06300629,699,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
322:16.02.2022,14.02.2022,18,16.02.2022,15,07300515,1159,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
323:16.02.2022,15.02.2022,15,15.02.2022,17,04501043,646,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
324:16.02.2022,15.02.2022,07,15.02.2022,16,04501153,469,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
325:16.02.2022,15.02.2022,13,15.02.2022,17,03701556,2334,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
326:16.02.2022,15.02.2022,17,15.02.2022,20,10100101,199,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
327:16.02.2022,12.02.2022,18,15.02.2022,18,03701660,705,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
328:16.02.2022,15.02.2022,11,15.02.2022,18,01100207,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
329:16.02.2022,11.02.2022,16,13.02.2022,12,09200717,667,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
