ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
370:15.02.2022,10.02.2022,17,10.02.2022,18,07100206,0,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
371:15.02.2022,12.02.2022,18,13.02.2022,15,03500933,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
372:15.02.2022,10.02.2022,12,11.02.2022,18,04300413,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
373:15.02.2022,08.02.2022,14,09.02.2022,11,08200623,473,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
374:15.02.2022,14.02.2022,07,14.02.2022,19,06200421,720,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
375:15.02.2022,14.02.2022,20,14.02.2022,22,04501042,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
376:15.02.2022,14.02.2022,16,14.02.2022,17,01100313,3000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
377:15.02.2022,14.02.2022,07,14.02.2022,07,01100311,3000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
378:15.02.2022,13.02.2022,15,14.02.2022,14,02500831,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
379:15.02.2022,14.02.2022,18,14.02.2022,19,03701556,3000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
380:15.02.2022,11.02.2022,17,12.02.2022,10,02200209,367,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
381:15.02.2022,14.02.2022,19,14.02.2022,23,07100103,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
382:15.02.2022,12.02.2022,09,14.02.2022,10,01200625,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
383:15.02.2022,14.02.2022,20,14.02.2022,22,09100305,849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
384:15.02.2022,14.02.2022,12,14.02.2022,21,01100206,980,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
385:15.02.2022,14.02.2022,14,14.02.2022,16,03200207,898,Nein,diverse Fahrräder,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
386:15.02.2022,13.02.2022,12,14.02.2022,10,03701659,979,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
387:15.02.2022,14.02.2022,07,14.02.2022,16,03601449,1107,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
388:15.02.2022,13.02.2022,17,14.02.2022,08,02500727,548,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
389:15.02.2022,14.02.2022,16,14.02.2022,19,01300733,350,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
390:15.02.2022,14.02.2022,06,14.02.2022,11,08401242,240,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
391:14.02.2022,14.02.2022,08,14.02.2022,17,01100415,3800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
392:14.02.2022,13.02.2022,22,14.02.2022,08,07100206,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
393:14.02.2022,12.02.2022,18,14.02.2022,08,10100206,4499,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
394:14.02.2022,13.02.2022,20,14.02.2022,09,11401136,3598,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
395:14.02.2022,13.02.2022,08,14.02.2022,09,04200310,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
396:14.02.2022,13.02.2022,13,14.02.2022,14,06400735,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
397:14.02.2022,13.02.2022,17,14.02.2022,07,04200310,50,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
398:14.02.2022,14.02.2022,16,14.02.2022,18,02100104,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
399:14.02.2022,14.02.2022,09,14.02.2022,12,06300631,1100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
400:14.02.2022,14.02.2022,10,14.02.2022,18,01200626,1425,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
401:14.02.2022,12.02.2022,18,14.02.2022,08,04300621,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
402:14.02.2022,14.02.2022,08,14.02.2022,12,02200210,544,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
403:14.02.2022,12.02.2022,16,14.02.2022,07,07100102,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
404:14.02.2022,12.02.2022,11,14.02.2022,13,04300621,1800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
405:14.02.2022,14.02.2022,12,14.02.2022,14,09401534,765,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
406:14.02.2022,04.02.2022,09,04.02.2022,20,01100309,3638,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
407:14.02.2022,14.02.2022,09,14.02.2022,10,08200726,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
408:14.02.2022,12.02.2022,14,12.02.2022,20,12200515,519,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
409:14.02.2022,12.02.2022,10,12.02.2022,10,11300617,899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
410:14.02.2022,11.02.2022,17,12.02.2022,10,02300417,990,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
411:14.02.2022,09.02.2022,09,09.02.2022,14,07501133,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
412:14.02.2022,13.02.2022,15,14.02.2022,11,02200208,275,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
413:14.02.2022,13.02.2022,18,14.02.2022,05,05300737,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
414:14.02.2022,14.02.2022,08,14.02.2022,08,11501341,0,Unbekannt,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
415:14.02.2022,08.02.2022,20,09.02.2022,11,04501040,1026,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
416:14.02.2022,10.02.2022,07,11.02.2022,16,12100205,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
417:14.02.2022,03.02.2022,11,03.02.2022,16,02300315,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
418:14.02.2022,12.02.2022,21,13.02.2022,08,06300633,1195,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
419:14.02.2022,12.02.2022,12,13.02.2022,17,07100206,551,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
420:14.02.2022,17.09.2021,07,17.09.2021,13,02500835,90,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
421:14.02.2022,08.02.2022,10,10.02.2022,11,08100206,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
422:14.02.2022,08.02.2022,08,08.02.2022,19,03701556,1999,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
423:14.02.2022,07.02.2022,16,10.02.2022,14,03200207,601,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
424:14.02.2022,13.02.2022,17,13.02.2022,20,02300417,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
425:14.02.2022,13.02.2022,14,13.02.2022,16,09100101,680,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
426:14.02.2022,13.02.2022,10,13.02.2022,17,03601140,2399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
427:14.02.2022,13.02.2022,19,13.02.2022,23,03701555,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
428:14.02.2022,12.02.2022,14,13.02.2022,13,02500834,2174,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
429:14.02.2022,10.02.2022,10,13.02.2022,10,11400927,690,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
430:14.02.2022,10.02.2022,10,13.02.2022,10,11400927,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
431:14.02.2022,12.02.2022,12,13.02.2022,18,11100307,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
432:14.02.2022,12.02.2022,12,13.02.2022,15,05300737,189,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
433:14.02.2022,14.02.2022,17,14.02.2022,19,01100207,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
434:14.02.2022,13.02.2022,20,14.02.2022,08,09401534,749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
435:14.02.2022,11.02.2022,13,14.02.2022,07,11300619,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
436:14.02.2022,09.02.2022,18,12.02.2022,07,01100103,399,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
437:14.02.2022,12.02.2022,16,12.02.2022,17,02200211,1030,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
438:14.02.2022,12.02.2022,18,14.02.2022,08,02500833,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
439:14.02.2022,13.02.2022,17,14.02.2022,21,11501238,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
440:14.02.2022,06.02.2022,20,06.02.2022,23,03500933,500,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
441:14.02.2022,15.01.2022,12,15.01.2022,12,06400737,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
442:13.02.2022,12.02.2022,21,12.02.2022,21,04300414,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
443:13.02.2022,13.02.2022,17,13.02.2022,17,01100312,3600,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
444:13.02.2022,10.02.2022,12,12.02.2022,09,03601243,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
445:13.02.2022,12.02.2022,10,12.02.2022,19,03601449,1050,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
446:13.02.2022,09.02.2022,18,12.02.2022,12,06100206,549,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
447:13.02.2022,12.02.2022,18,12.02.2022,20,01400939,5199,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
448:13.02.2022,12.02.2022,17,13.02.2022,10,01100416,1686,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
449:13.02.2022,12.02.2022,19,13.02.2022,16,12400618,527,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
450:13.02.2022,12.02.2022,18,13.02.2022,10,03400827,1699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
451:13.02.2022,12.02.2022,23,13.02.2022,17,03601140,3310,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
452:13.02.2022,11.02.2022,17,13.02.2022,14,05300735,549,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
453:13.02.2022,11.02.2022,17,13.02.2022,14,05300735,2000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
454:13.02.2022,13.02.2022,11,13.02.2022,12,06200420,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
455:13.02.2022,12.02.2022,19,13.02.2022,15,12400720,710,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
456:13.02.2022,12.02.2022,20,13.02.2022,14,08100417,701,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
457:13.02.2022,12.02.2022,17,13.02.2022,10,01100207,608,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
458:13.02.2022,11.02.2022,20,13.02.2022,13,03200207,300,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
459:13.02.2022,12.02.2022,17,13.02.2022,07,09100101,1309,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
460:13.02.2022,12.02.2022,20,13.02.2022,01,02300316,1250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
461:13.02.2022,12.02.2022,18,13.02.2022,07,01300731,1410,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
462:13.02.2022,12.02.2022,09,13.02.2022,17,11400929,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
463:13.02.2022,12.02.2022,13,13.02.2022,12,02500729,815,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
464:13.02.2022,12.02.2022,13,13.02.2022,12,02500729,872,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
465:13.02.2022,25.01.2022,09,25.01.2022,11,02200213,590,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
466:13.02.2022,12.02.2022,18,13.02.2022,12,04200310,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
467:13.02.2022,13.02.2022,16,13.02.2022,16,02300314,1049,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
468:13.02.2022,13.02.2022,09,13.02.2022,14,03300514,199,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
469:13.02.2022,13.02.2022,08,13.02.2022,19,09200613,150,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
470:13.02.2022,10.02.2022,17,13.02.2022,11,03400828,445,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
471:13.02.2022,13.02.2022,14,13.02.2022,16,04501147,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
472:13.02.2022,13.02.2022,11,13.02.2022,17,03400723,586,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
473:13.02.2022,13.02.2022,14,13.02.2022,18,04300623,683,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
474:13.02.2022,10.02.2022,15,11.02.2022,17,03701555,480,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
475:13.02.2022,12.02.2022,13,13.02.2022,11,07200308,786,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
476:13.02.2022,12.02.2022,17,13.02.2022,10,04501040,449,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
477:13.02.2022,12.02.2022,11,13.02.2022,10,03200207,434,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
478:13.02.2022,11.02.2022,08,11.02.2022,14,02200209,479,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
479:13.02.2022,11.02.2022,08,11.02.2022,14,09100407,1056,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
480:13.02.2022,09.02.2022,07,09.02.2022,14,09502043,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
481:13.02.2022,26.12.2021,13,28.12.2021,20,09100304,349,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
482:13.02.2022,10.02.2022,14,12.02.2022,11,08100104,1219,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
483:13.02.2022,06.02.2022,22,07.02.2022,08,11400929,683,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
484:13.02.2022,20.09.2021,20,21.09.2021,05,01401045,370,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
485:13.02.2022,10.02.2022,19,12.02.2022,09,12100101,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
486:13.02.2022,10.02.2022,18,12.02.2022,18,01400939,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
487:13.02.2022,11.02.2022,17,12.02.2022,18,04300413,608,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
488:13.02.2022,17.12.2021,10,19.12.2021,17,01100101,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
489:13.02.2022,11.02.2022,14,12.02.2022,18,09501737,3370,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
490:13.02.2022,12.02.2022,15,12.02.2022,16,04400831,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
491:13.02.2022,11.02.2022,15,12.02.2022,13,07400720,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
492:12.02.2022,05.02.2022,19,07.02.2022,10,02500833,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
493:12.02.2022,06.02.2022,15,07.02.2022,07,04501045,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
494:12.02.2022,12.02.2022,16,12.02.2022,17,01100311,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
495:12.02.2022,04.02.2022,18,07.02.2022,08,04100101,473,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
496:12.02.2022,11.02.2022,12,12.02.2022,16,03601243,1284,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
497:12.02.2022,11.02.2022,20,12.02.2022,14,06400737,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
498:12.02.2022,11.02.2022,16,12.02.2022,13,04501153,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
499:12.02.2022,11.02.2022,17,12.02.2022,08,02300316,1899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
500:12.02.2022,11.02.2022,19,12.02.2022,00,06200422,789,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
501:12.02.2022,11.02.2022,21,12.02.2022,19,02200211,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
502:12.02.2022,11.02.2022,21,12.02.2022,09,04300414,588,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
503:12.02.2022,11.02.2022,21,12.02.2022,09,09100304,703,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
504:12.02.2022,11.02.2022,18,12.02.2022,10,07400720,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
505:12.02.2022,11.02.2022,16,12.02.2022,08,08100310,1894,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
506:12.02.2022,12.02.2022,14,12.02.2022,17,02500729,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
507:12.02.2022,21.01.2022,20,22.01.2022,16,11401032,900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
508:12.02.2022,09.02.2022,08,09.02.2022,18,03701554,920,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
509:12.02.2022,11.02.2022,11,11.02.2022,12,04400832,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
510:12.02.2022,11.02.2022,09,11.02.2022,13,06100210,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
511:12.02.2022,09.02.2022,13,11.02.2022,18,04300414,789,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
512:12.02.2022,11.02.2022,09,11.02.2022,16,04300518,1069,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
513:12.02.2022,10.02.2022,17,11.02.2022,00,03601450,212,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
514:12.02.2022,10.02.2022,09,11.02.2022,09,08100206,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
515:12.02.2022,10.02.2022,07,10.02.2022,20,09200613,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
516:12.02.2022,11.02.2022,17,11.02.2022,17,03601142,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
517:12.02.2022,11.02.2022,18,11.02.2022,23,09200613,2469,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
518:12.02.2022,10.02.2022,10,10.02.2022,15,12400723,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
519:12.02.2022,07.02.2022,14,08.02.2022,01,01300731,359,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
520:12.02.2022,10.02.2022,08,10.02.2022,09,06400844,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
521:12.02.2022,12.02.2022,16,12.02.2022,17,06100103,546,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
522:12.02.2022,10.02.2022,14,12.02.2022,09,03200207,300,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
523:12.02.2022,10.02.2022,14,12.02.2022,08,03200207,999,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
524:12.02.2022,11.02.2022,21,12.02.2022,08,03200207,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
525:12.02.2022,11.02.2022,17,12.02.2022,11,04300416,400,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
526:12.02.2022,11.02.2022,18,12.02.2022,11,03601451,1000,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
527:12.02.2022,12.02.2022,12,12.02.2022,18,12100205,725,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
528:12.02.2022,09.02.2022,16,12.02.2022,14,10100209,349,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
529:12.02.2022,12.02.2022,17,12.02.2022,17,01300733,858,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
530:12.02.2022,12.02.2022,10,12.02.2022,11,09200613,662,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
531:12.02.2022,12.02.2022,16,12.02.2022,18,02300315,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
532:12.02.2022,12.02.2022,20,12.02.2022,20,03701554,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
533:11.02.2022,09.02.2022,12,09.02.2022,12,09502043,0,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
534:11.02.2022,27.01.2022,21,27.01.2022,21,04300623,1500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
