ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
5819:26.10.2021,23.10.2021,22,24.10.2021,03,07100103,264,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5820:26.10.2021,23.10.2021,16,24.10.2021,14,03500933,950,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5821:26.10.2021,22.10.2021,16,22.10.2021,19,02500832,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5822:26.10.2021,22.10.2021,06,22.10.2021,15,08401244,858,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5823:26.10.2021,22.10.2021,08,22.10.2021,17,08100105,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5824:26.10.2021,22.10.2021,14,24.10.2021,15,08100311,770,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5825:26.10.2021,10.10.2021,09,10.10.2021,14,04300622,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5826:26.10.2021,23.09.2021,09,23.09.2021,11,07100101,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5827:26.10.2021,10.10.2021,09,10.10.2021,14,04501042,1899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5828:26.10.2021,21.10.2021,12,21.10.2021,12,08100104,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5829:26.10.2021,26.10.2021,02,26.10.2021,02,07100103,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5830:26.10.2021,26.09.2021,17,26.09.2021,17,02200211,1,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5831:26.10.2021,09.10.2021,10,10.10.2021,15,02200212,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5832:26.10.2021,26.10.2021,07,26.10.2021,14,03601452,438,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5833:26.10.2021,26.10.2021,13,26.10.2021,17,05200526,1800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5834:26.10.2021,26.10.2021,09,26.10.2021,17,03400721,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5835:26.10.2021,26.10.2021,10,26.10.2021,10,02500729,507,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5836:26.10.2021,26.10.2021,08,26.10.2021,18,09200511,579,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5837:26.10.2021,26.10.2021,11,26.10.2021,18,03601451,698,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5838:26.10.2021,04.09.2021,15,06.09.2021,08,09100101,1204,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5839:26.10.2021,25.10.2021,18,26.10.2021,08,03601451,330,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5840:26.10.2021,25.10.2021,22,26.10.2021,07,04200206,960,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5841:26.10.2021,25.10.2021,23,26.10.2021,09,01200623,1360,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5842:26.10.2021,26.10.2021,12,26.10.2021,15,10300731,420,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5843:26.10.2021,26.10.2021,11,26.10.2021,13,11400927,861,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5844:26.10.2021,26.10.2021,15,26.10.2021,17,05100104,267,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5845:26.10.2021,17.10.2021,01,18.10.2021,07,02400623,970,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5846:26.10.2021,26.10.2021,07,26.10.2021,12,09200715,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5847:26.10.2021,26.10.2021,01,26.10.2021,13,01400937,750,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5848:26.10.2021,26.10.2021,07,26.10.2021,12,09200715,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5849:26.10.2021,26.10.2021,18,26.10.2021,21,07100205,2999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5850:26.10.2021,25.10.2021,19,26.10.2021,08,07300516,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5851:26.10.2021,25.10.2021,16,26.10.2021,15,07300516,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5852:26.10.2021,25.10.2021,16,26.10.2021,15,07300516,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5853:26.10.2021,25.10.2021,16,26.10.2021,05,10100316,2588,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
5854:25.10.2021,11.10.2021,19,12.10.2021,08,04300621,249,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5855:25.10.2021,17.10.2021,16,18.10.2021,12,02500835,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5856:25.10.2021,20.10.2021,20,20.10.2021,22,01100310,784,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5857:25.10.2021,18.10.2021,20,18.10.2021,23,07100204,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5858:25.10.2021,25.10.2021,03,25.10.2021,03,06400844,80,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5859:25.10.2021,25.10.2021,15,25.10.2021,15,02200213,600,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5860:25.10.2021,22.10.2021,08,22.10.2021,15,01200623,199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5861:25.10.2021,22.10.2021,16,24.10.2021,16,10100210,1100,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
5862:25.10.2021,24.10.2021,16,24.10.2021,18,01100206,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5863:25.10.2021,24.10.2021,10,24.10.2021,18,02300314,882,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5864:25.10.2021,22.10.2021,23,24.10.2021,15,04200310,358,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5865:25.10.2021,24.10.2021,08,24.10.2021,10,04501045,1400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5866:25.10.2021,22.10.2021,18,24.10.2021,15,03701555,3800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5867:25.10.2021,24.10.2021,14,24.10.2021,18,03601140,407,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5868:25.10.2021,22.10.2021,20,22.10.2021,23,02100104,1093,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5869:25.10.2021,22.10.2021,16,22.10.2021,18,04300415,469,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5870:25.10.2021,24.10.2021,10,24.10.2021,18,03300411,249,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5871:25.10.2021,23.10.2021,09,23.10.2021,12,04501152,990,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5872:25.10.2021,23.10.2021,20,24.10.2021,03,07300516,402,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5873:25.10.2021,23.10.2021,22,24.10.2021,03,07200308,360,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5874:25.10.2021,21.10.2021,15,22.10.2021,07,03701660,1474,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5875:25.10.2021,23.10.2021,14,24.10.2021,16,02100103,960,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5876:25.10.2021,23.10.2021,21,24.10.2021,04,08200727,438,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5877:25.10.2021,23.10.2021,19,23.10.2021,19,03601449,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5878:25.10.2021,23.10.2021,12,23.10.2021,14,03500933,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5879:25.10.2021,23.10.2021,12,25.10.2021,14,02100104,350,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5880:25.10.2021,23.10.2021,12,25.10.2021,15,09501737,920,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5881:25.10.2021,23.10.2021,15,25.10.2021,07,03701660,980,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5882:25.10.2021,23.10.2021,15,25.10.2021,10,05100210,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5883:25.10.2021,25.10.2021,07,25.10.2021,15,03400826,548,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5884:25.10.2021,25.10.2021,06,25.10.2021,16,03501038,2900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5885:25.10.2021,25.10.2021,15,25.10.2021,15,01300835,4300,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5886:25.10.2021,25.10.2021,07,25.10.2021,17,09100304,639,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5887:25.10.2021,25.10.2021,08,25.10.2021,17,01100416,569,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5888:25.10.2021,22.10.2021,18,25.10.2021,08,06100207,674,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5889:25.10.2021,24.10.2021,19,25.10.2021,09,08100312,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5890:25.10.2021,24.10.2021,20,25.10.2021,08,08100312,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5891:25.10.2021,22.10.2021,18,25.10.2021,16,02200213,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5892:25.10.2021,22.10.2021,19,23.10.2021,10,11300619,214,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5893:25.10.2021,22.10.2021,22,23.10.2021,02,04300517,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5894:25.10.2021,22.10.2021,19,23.10.2021,08,03601245,2195,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5895:25.10.2021,24.10.2021,18,25.10.2021,04,11401135,140,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5896:25.10.2021,24.10.2021,23,25.10.2021,08,08100417,1013,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5897:25.10.2021,22.10.2021,18,25.10.2021,13,02200210,160,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5898:25.10.2021,24.10.2021,21,25.10.2021,08,01100414,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5899:25.10.2021,24.10.2021,14,25.10.2021,16,10200524,860,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
5900:25.10.2021,24.10.2021,15,25.10.2021,13,09200511,530,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5901:25.10.2021,24.10.2021,20,25.10.2021,07,02300418,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5902:25.10.2021,22.10.2021,20,25.10.2021,08,04300518,1207,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5903:25.10.2021,22.10.2021,18,25.10.2021,09,03400830,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5904:25.10.2021,22.10.2021,20,25.10.2021,14,04300518,860,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5905:25.10.2021,25.10.2021,07,25.10.2021,16,03400721,1400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5906:25.10.2021,24.10.2021,14,25.10.2021,09,08100314,390,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5907:25.10.2021,25.10.2021,07,25.10.2021,13,11200512,849,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5908:25.10.2021,25.10.2021,16,25.10.2021,16,01200520,199,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5909:25.10.2021,25.10.2021,18,25.10.2021,20,01401048,530,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5910:25.10.2021,25.10.2021,07,25.10.2021,19,04300622,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5911:25.10.2021,25.10.2021,14,25.10.2021,14,02400624,492,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5912:25.10.2021,25.10.2021,14,25.10.2021,19,04501045,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5913:25.10.2021,25.10.2021,11,25.10.2021,23,01100308,469,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5914:25.10.2021,25.10.2021,09,25.10.2021,10,03601346,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5915:25.10.2021,25.10.2021,02,25.10.2021,02,07100103,0,Ja,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5916:25.10.2021,25.10.2021,12,25.10.2021,14,06400839,80,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5917:25.10.2021,25.10.2021,07,25.10.2021,16,01400938,256,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5918:25.10.2021,25.10.2021,08,25.10.2021,13,06300526,559,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5919:25.10.2021,25.10.2021,06,25.10.2021,20,10200524,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5920:25.10.2021,25.10.2021,12,25.10.2021,13,06300526,1870,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5921:25.10.2021,25.10.2021,07,25.10.2021,08,02500835,1210,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5922:25.10.2021,25.10.2021,07,25.10.2021,15,09501838,600,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5923:25.10.2021,25.10.2021,07,25.10.2021,16,01100308,1100,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5924:25.10.2021,25.10.2021,13,25.10.2021,13,03601243,520,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5925:25.10.2021,25.10.2021,15,25.10.2021,21,10300731,515,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5926:25.10.2021,22.10.2021,10,22.10.2021,19,01401044,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5927:25.10.2021,16.10.2021,20,17.10.2021,12,02200213,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5928:25.10.2021,21.10.2021,15,22.10.2021,15,11401137,500,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5929:25.10.2021,20.10.2021,16,22.10.2021,18,05100316,170,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5930:25.10.2021,19.10.2021,19,19.10.2021,23,03701554,749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5931:25.10.2021,19.10.2021,15,19.10.2021,22,11300826,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5932:25.10.2021,20.10.2021,16,21.10.2021,11,02500727,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5933:25.10.2021,20.10.2021,20,21.10.2021,08,02200213,734,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5934:24.10.2021,20.10.2021,17,21.10.2021,08,01100415,1013,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5935:24.10.2021,21.10.2021,17,21.10.2021,23,10300731,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5936:24.10.2021,23.10.2021,21,24.10.2021,12,11200514,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5937:24.10.2021,21.10.2021,18,24.10.2021,14,01401043,100,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5938:24.10.2021,24.10.2021,16,24.10.2021,18,11400928,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5939:24.10.2021,23.10.2021,19,24.10.2021,11,03601347,1430,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5940:24.10.2021,20.10.2021,16,22.10.2021,09,08100418,1694,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5941:24.10.2021,22.10.2021,18,23.10.2021,06,01401048,398,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5942:24.10.2021,23.10.2021,17,23.10.2021,22,06300631,463,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5943:24.10.2021,23.10.2021,12,23.10.2021,18,10300731,230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5944:24.10.2021,23.10.2021,14,23.10.2021,15,01100310,6800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5945:24.10.2021,23.10.2021,14,23.10.2021,14,10100103,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5946:24.10.2021,23.10.2021,11,23.10.2021,12,02100102,594,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5947:24.10.2021,23.10.2021,13,23.10.2021,15,01300733,475,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5948:24.10.2021,23.10.2021,16,23.10.2021,22,08100207,1800,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5949:24.10.2021,23.10.2021,21,24.10.2021,02,02500831,1463,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5950:24.10.2021,23.10.2021,08,24.10.2021,00,08200727,564,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5951:24.10.2021,23.10.2021,20,24.10.2021,08,04300413,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5952:24.10.2021,23.10.2021,16,24.10.2021,07,05200629,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5953:24.10.2021,23.10.2021,18,24.10.2021,20,01200624,2799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5954:24.10.2021,23.10.2021,19,24.10.2021,01,01400942,730,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5955:24.10.2021,23.10.2021,20,24.10.2021,02,04200308,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5956:24.10.2021,23.10.2021,19,24.10.2021,16,03601245,530,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5957:24.10.2021,23.10.2021,22,24.10.2021,12,03601139,534,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5958:24.10.2021,23.10.2021,19,24.10.2021,10,08100312,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5959:24.10.2021,23.10.2021,22,24.10.2021,10,01100415,1125,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5960:24.10.2021,21.10.2021,10,22.10.2021,09,08100102,920,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5961:24.10.2021,23.10.2021,17,24.10.2021,14,02100105,1257,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5962:24.10.2021,23.10.2021,20,24.10.2021,05,11300619,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5963:24.10.2021,23.10.2021,10,23.10.2021,15,08100415,614,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5964:24.10.2021,23.10.2021,18,23.10.2021,18,08100313,420,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5965:24.10.2021,23.10.2021,09,23.10.2021,14,11200515,3500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5966:24.10.2021,24.10.2021,12,24.10.2021,14,02400520,1350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5967:24.10.2021,24.10.2021,15,24.10.2021,15,04501148,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5968:24.10.2021,22.10.2021,10,22.10.2021,11,06100209,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5969:24.10.2021,24.10.2021,04,24.10.2021,08,01200628,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5970:24.10.2021,22.10.2021,16,24.10.2021,00,01100312,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5971:24.10.2021,22.10.2021,18,24.10.2021,15,08100314,2284,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5972:24.10.2021,24.10.2021,17,24.10.2021,21,03701555,4020,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5973:24.10.2021,22.10.2021,11,22.10.2021,15,07200307,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5974:24.10.2021,22.10.2021,18,24.10.2021,10,01200522,1499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5975:24.10.2021,24.10.2021,14,24.10.2021,14,09200716,1,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5976:24.10.2021,24.10.2021,14,24.10.2021,22,09100203,493,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5977:24.10.2021,24.10.2021,15,24.10.2021,18,06300526,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5978:24.10.2021,22.10.2021,19,22.10.2021,19,09501939,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
5979:24.10.2021,24.10.2021,00,24.10.2021,17,01401048,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5980:24.10.2021,24.10.2021,00,24.10.2021,06,03601141,1300,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5981:24.10.2021,22.10.2021,09,24.10.2021,09,02200212,1079,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5982:24.10.2021,22.10.2021,15,22.10.2021,15,08100206,2000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
